0
54
14
312
45
45
221
11
212
191
5
51
7
0
36
42
212
8
13
0
8
8
35
16
1
94
7
0
7
16
1
4
100
1
1
172
8
3
1
9
74
11
254
5
113
134
0
1
278
3
26
9
3
1
2
233
0
59
0
1
97
370
59
1
149
175
10
218
28
2
2
21
1
1
2
185
78
0
0
0
0
165
9
237
9
16
1
12
2
1
0
6
123
62
31
0
2
0
56
271
4
1
0
0
1
120
0
0
18
5
18
0
8
128
10
5
0
1
8
0
190
175
1
1
2
7
129
1
0
23
18
1
74
21
1
56
339
7
9
18
167
73
0
32
71
11
24
0
140
0
7
127
51
2
11
116
276
1
0
81
112
0
0
7
2
186
280
16
0
1
86
4
19
5
7
20
7
32
9
0
45
5
195
1
84
220
8
11
3
1
0
4
4
