223253 John Cusack   UNITED STATES
61322 Alcibiades   Greece
61325 Wilhelm Conrad Röntgen   Germany
61350 Claudette Colbert   France
61354 Norma Shearer   CANADA
12426 Groucho Marx   UNITED STATES
61410 Louis Braille   FRANCE
61479 Michael Caine   UNITED KINGDOM
61540 Nestorius   TURKEY
61618 Ecumenical Patriarch Bartholomew I of Constantinople   TURKEY
61632 John Milnor   United States
61633 René Thom   FRANCE
61636 Lars Ahlfors   FINLAND
61641 Charles Laughton   UNITED KINGDOM
61645 Theodosius II   Turkey
61797 Yul Brynner   Russia
61822 Michael Ondaatje   SRI LANKA
61855 Muddy Waters   United States
61866 Max Born   POLAND
61881 Louis XVII of France   FRANCE
994552 Travis Barker   UNITED STATES
61987 James Francis Edward Stuart   United Kingdom
61998 John Grisham   UNITED STATES
12590 Grace Hopper   UNITED STATES
62004 Gertrude Stein   UNITED STATES
62013 Guillaume Apollinaire   Italy
62016 Amedeo Modigliani   ITALY
62017 Pierre de Beaumarchais   FRANCE
62022 Imre Nagy   HUNGARY
62031 Georges-Pierre Seurat   FRANCE
62032 Simone Signoret   Germany
62034 Simone de Beauvoir   FRANCE
62038 Man Ray   UNITED STATES
62070 Irène Joliot-Curie   FRANCE
62093 Prince Philip, Duke of Edinburgh   Greece
62114 Louis XVIII of France   FRANCE
62116 Napoleon II of France   France
62131 Nicolas Poussin   FRANCE
12754 George Cukor   UNITED STATES
62182 Jean-Paul Marat   Switzerland
62211 Theo Angelopoulos   Greece
62262 Lewis Milestone   Moldova
62266 William Wyler   FRANCE
62356 Jérôme Bonaparte   FRANCE
62417 J. B. S. Haldane   UNITED KINGDOM
62531 Charles X of France   France
62539 Pippin of Landen   Unknown
62546 Pippin of Herstal   Unknown
62556 Joseph Bonaparte   FRANCE
62558 Merowig   Unknown
62559 Theuderic I   Unknown
62560 Lucien Bonaparte   FRANCE
62561 Theudebert I   Unknown
62581 Napoleon III of France   FRANCE
62626 Joséphine de Beauharnais   France
62627 Eugène de Beauharnais   FRANCE
62665 Marie Louise, Duchess of Parma   Austria
2383637 Matthew Morrison   UNITED STATES
62682 Abdul Kalam   India
62809 Warren Beatty   UNITED STATES
13066 George Gershwin   UNITED STATES
62935 Claus Schenk Graf von Stauffenberg   GERMANY
62951 Pope Adeodatus I   ITALY
63001 Pope Mark   ITALY
63005 Pope Simplicius   Italy
63006 Pope Felix III   ITALY
63008 Pope Symmachus   ITALY
63010 Pope Hormisdas   ITALY
63012 Pope John I   ITALY
63014 Pope Felix IV   Italy
63021 Pope Vigilius   ITALY
63022 Pope Pelagius I   ITALY
63026 Pope John III   ITALY
63028 Pope Pelagius II   ITALY
63030 Pope Severinus   ITALY
63073 Mika Häkkinen   FINLAND
63075 Chaim Soutine   Belarus
63076 Max Jacob   France
13623 Herman Melville   UNITED STATES
63092 Joseph E. Stiglitz   UNITED STATES
63093 Joan Miró   SPAIN
63105 Deborah Kerr   UNITED KINGDOM
63132 Jon Bon Jovi   United States
63135 Marc Chagall   Belarus
63140 Geber   Iran
63146 Edgar Degas   FRANCE
63148 Vaslav Nijinsky   UKRAINE
63150 Fernand Léger   France
63157 Anna Pavlova   Russia
63174 Antoine de Saint-Exupéry   FRANCE
63179 Friedrich Dürrenmatt   SWITZERLAND
63183 Jan Peter Balkenende   Netherlands
63185 Norbert Wiener   UNITED STATES
63186 Linda Hamilton   UNITED STATES
63187 Erich Maria Remarque   GERMANY
63274 Arthur Schnitzler   Austria
63280 Boris Spassky   Russia
63299 Václav Havel   CZECH REPUBLIC
63306 Jaroslav Seifert   Czech Republic
63321 Peter O'Toole   Ireland
63332 James I of Aragon   France
63342 P. G. Wodehouse   UNITED KINGDOM
63349 Frederick Sanger   United Kingdom
63351 Jacques-Bénigne Bossuet   FRANCE
63375 Mikhail Lomonosov   Russia
63376 Evelyn Waugh   UNITED KINGDOM
63390 Meryl Streep   UNITED STATES
63401 Stephen Fry   UNITED KINGDOM
63402 John Turner   UNITED KINGDOM
63403 Brian Mulroney   CANADA
63436 Greta Garbo   Sweden
63439 Antoine Laurent de Jussieu   FRANCE
308362 John McCarthy   UNITED STATES
14045 Humphrey Bogart   UNITED STATES
63523 Sissy Spacek   United States
63534 Greer Garson   United Kingdom
63556 Fredric March   United States
63576 John Pemberton   UNITED STATES
63689 Patricia Highsmith   UNITED STATES
63727 Alan Shepard   United States
63740 Peter Lorre   Slovakia
63741 Vanessa Redgrave   UNITED KINGDOM
63742 Johann Christoph Friedrich von Schiller   Germany
63743 Jean Anouilh   FRANCE
63747 Muhammad Ali   UNITED STATES
63857 Philip V of Spain   France
63969 Chuck Palahniuk   United States
64069 Jack Kilby   UNITED STATES
64182 Liam Neeson   UNITED KINGDOM
64240 Mobutu Sese Seko   
64258 Jacques Villeneuve   CANADA
64314 Ingeborg Bachmann   AUSTRIA
64371 Pieter Brueghel the Younger   BELGIUM
15362 Irving Langmuir   UNITED STATES
64384 Pieter Brueghel the Elder   NETHERLANDS
64386 Jan Brueghel the Elder   BELGIUM
64437 Benjamin Britten   UNITED KINGDOM
64454 Thomas Keneally   AUSTRALIA
64464 Joris-Karl Huysmans   FRANCE
64610 Glenn Miller   UNITED STATES
64612 Ginger Rogers   UNITED STATES
64644 Manuel Castells   SPAIN
64659 Joseph von Fraunhofer   GERMANY
64673 Bruce Willis   Germany
64675 Inge de Bruijn   NETHERLANDS
64676 Constantine XI   Turkey
64677 Mercè Rodoreda   SPAIN
64683 Maurice   Turkey
64688 E. M. Forster   UNITED KINGDOM
64689 Henri de Toulouse-Lautrec   France
64705 Boris Godunov   Russia
64710 Modest Petrovich Mussorgsky   Russia
64719 Paul Gauguin   FRANCE
64740 Jacob Bernoulli   SWITZERLAND
64749 Alva Myrdal   SWEDEN
64778 Maurice Utrillo   France
64935 Bartholomäus   Palestine
64956 Haakon VII of Norway   Denmark
64962 Fred Astaire   UNITED STATES
64963 Édith Piaf   France
15916 Jean-Michel Basquiat   UNITED STATES
16046 James Cagney   UNITED STATES
65064 Lee Kuan Yew   Singapore
65119 Laozi   China
65124 Bertel Thorvaldsen   DENMARK
65129 Jaroslav Hašek   CZECH REPUBLIC
65130 Bohumil Hrabal   CZECH REPUBLIC
65133 Karen Blixen   Denmark
65134 Johannes Vilhelm Jensen   DENMARK
65137 Lawrence Durrell   India
65139 H. Rider Haggard   UNITED KINGDOM
65140 Samuel Richardson   United Kingdom
65145 Paulo Coelho   BRAZIL
65174 Gustav Mahler   CZECH REPUBLIC
65221 Franco Modigliani   Italy
16175 Jennifer Lopez   United States
65378 Jiang Qing   China
65414 Jacques Offenbach   GERMANY
65422 Anastasio Somoza Debayle   NICARAGUA
65425 Aleksandr Lyapunov   Russia
65444 Glenn Gould   CANADA
65460 Leo I   Unknown
65463 Graham Greene   UNITED KINGDOM
65573 Lao She   China
65621 Peter III of Aragon   Spain
65676 Anton Webern   AUSTRIA
65689 Óscar Romero   El Salvador
65738 Georges Clémenceau   France
65777 Buzz Aldrin   United States
65780 Vladimir Komarov   Russia
65861 Lu Xun   China
27641 Sam Peckinpah   UNITED STATES
65961 Pete Sampras   UNITED STATES
65962 George Everest   UNITED KINGDOM
66002 Cathy Freeman   AUSTRALIA
66049 Vo Nguyen Giap   Vietnam
66054 Harald III of Norway   NORWAY
66065 Bao Dai   Vietnam
66068 Olav V of Norway   United Kingdom
66069 Harald V of Norway   Norway
66083 Philippe Pétain   France
66145 Eric Bloodaxe   Unknown
66161 Marie-José Pérec   France
66164 Ronaldo   BRAZIL
66199 Osip Mandelstam   POLAND
66206 Paul Verhoeven   NETHERLANDS
66240 Henry Wadsworth Longfellow   UNITED STATES
33580 William Saroyan   UNITED STATES
66278 Olaf I of Norway   Norway
66283 Charles Ives   UNITED STATES
66417 Ichiro Suzuki   JAPAN
66569 Anna Akhmatova   UKRAINE
66578 Golda Meir   UKRAINE
66592 Pierre Boulez   France
66612 Hugo Grotius   NETHERLANDS
66640 Arnold J. Toynbee   UNITED KINGDOM
66655 Richard Francis Burton   United Kingdom
66666 Philip José Farmer   UNITED STATES
66748 Maria Mutola   MOZAMBIQUE
66789 Alfonso X of Castile   SPAIN
66795 Jean-Bertrand Aristide   HAITI
66798 Maurice Greene   UNITED STATES
66877 Daphne du Maurier   UNITED KINGDOM
66910 André Derain   France
66951 Józef Piłsudski   Lithuania
66970 Ofra Haza   Israel
16399 Joseph Greenberg   UNITED STATES
67022 Lionel Barrymore   United States
67025 Arnold Schoenberg   Austria
67027 Túpac Amaru   Peru
67030 Errol Flynn   Australia
67127 Carl Lewis   UNITED STATES
67129 Carlos Castaneda   Peru
67156 Kamehameha I   United States
67160 Ken Follett   UNITED KINGDOM
67161 Apollonius of Tyana   Turkey
67260 Boris Karloff   UNITED KINGDOM
67370 David O. Selznick   UNITED STATES
67375 Jennifer Jones   UNITED STATES
67376 Pope Leo IX   FRANCE
67377 Ho Chi Minh   Vietnam
67379 Franz Liszt   Austria
67385 Pope Damasus II   Germany
67404 Steven Seagal   UNITED STATES
67482 Richard Strauss   GERMANY
67495 Hugo von Hofmannsthal   Austria
67519 Lionel Jospin   France
67575 Gustave Moreau   FRANCE
67720 Ferdinand Porsche   Czech Republic
67749 Mike Nichols   Germany
67757 Robert Wise   UNITED STATES
67761 Herod the Great   Palestine
67763 Jessica Lange   UNITED STATES
67765 David Ben-Gurion   POLAND
67892 Enrico Caruso   ITALY
67943 Paul Scofield   UNITED KINGDOM
67955 Georges Bizet   FRANCE
67992 Isabella Rossellini   Italy
68065 John Barrymore   UNITED STATES
68090 Count Basie   UNITED STATES
68131 Martin Sheen   UNITED STATES
68194 Göran Persson   Sweden
68228 Gottfried Benn   Germany
68241 Paul Éluard   FRANCE
68274 Hero of Alexandria   Egypt
68322 Faye Dunaway   UNITED STATES
16556 Jack Kirby   UNITED STATES
68335 Anna Nicole Smith   UNITED STATES
16899 Kareem Abdul-Jabbar   UNITED STATES
752553 Kevin Federline   UNITED STATES
68517 Pedro de Valdivia   SPAIN
68545 Abijam   Unknown
68601 Agrippa I   Unknown
68606 Ahaz   Unknown
68685 Bobby Robson   UNITED KINGDOM
68697 Artaxerxes I of Persia   Unknown
68823 Zedekiah   Unknown
68849 Zacharias   Israel
68904 Michael J. Fox   Canada
68974 Frederick II, Holy Roman Emperor   ITALY
68997 Fernando Collor de Mello   BRAZIL
69134 Tiglat-pileser III   Unknown
69150 Terah   Unknown
69246 Pope Pius VII   ITALY
69323 Justin Timberlake   UNITED STATES
69402 Guido d'Arezzo   FRANCE
69418 Tiberius Gracchus   ITALY
69489 Philip II, Duke of Burgundy   France
69541 Victor Amadeus II of Sardinia   ITALY
69559 Victor Amadeus III of Sardinia   ITALY
69571 Ferdinand I of Bulgaria   AUSTRIA
69577 Charles Albert of Sardinia   Italy
69607 Alfonso VI of Castile   Spain
69641 Nicolas Steno   DENMARK
69677 Ramon Llull   SPAIN
69695 Necho II   Unknown
69718 Herbert Kitchener, 1st Earl Kitchener   Ireland
69795 Selena   United States
69804 Phidias   Unknown
69818 Victor Emmanuel II of Italy   Italy
69830 Bartolomé de Las Casas   SPAIN
69840 Victor Emmanuel III of Italy   ITALY
69847 Umberto II of Italy   ITALY
69852 Donatello   Italy
17970 Leon M. Lederman   UNITED STATES
69880 Napoleon Bonaparte   France
69882 Alexander, Prince of Bulgaria   Italy
69886 Charles Taze Russell   UNITED STATES
69914 Henrik Dam   DENMARK
167805 Gwen Stefani   UNITED STATES
70026 Charles IX of Sweden   Sweden
70085 Joseph John Thomson   UNITED KINGDOM
70095 Leopold Mozart   GERMANY
18433 Lee Marvin   UNITED STATES
70178 Henri Barbusse   France
70194 Lady Margaret Beaufort   United Kingdom
70219 Charles I of Hungary   Italy
70315 Debbie Reynolds   UNITED STATES
70369 Cyrano de Bergerac   FRANCE
70390 Dagobert I   Unknown
70394 Clotaire II   Unknown
70449 Mary Tudor   United Kingdom
70506 Louis XI of France   France
70509 Robert Southey   UNITED KINGDOM
70549 Margaret Tudor   United Kingdom
70560 Maximilian Kolbe   Poland
70602 Jacques Cartier   France
70631 Alexander von Humboldt   GERMANY
70642 Alfonso XI of Castile   SPAIN
70643 Alfonso II of Aragon   SPAIN
70646 Ferdinand III of Castile   SPAIN
70650 Alfonso VII of León   SPAIN
70655 Alfred Binet   FRANCE
70666 Yves Montand   ITALY
70700 Francis II of France   France
70712 Henry the Lion   GERMANY
70716 Charles V, Holy Roman Emperor   Belgium
70718 Ivan IV of Russia   Russia
70756 Larry Flynt   United States
70842 Idi Amin   Uganda
70843 Hafez al-Assad   Syria
70844 François Duvalier   HAITI
70873 Nathuram Godse   INDIA
70938 Patrick Stewart   UNITED KINGDOM
70947 Henry the Young King   United Kingdom
18995 Martin Scorsese   UNITED STATES
71299 Porfirio Díaz   MEXICO
71331 John Backus   UNITED STATES
71376 Ed Gein   United States
71421 Manuel Noriega   PANAMA
71464 Geoffrey V Plantagenet, Count of Anjou   FRANCE
71490 Vyacheslav Molotov   Russia
71777 Satyendra Nath Bose   India
71839 Alfred Dreyfus   FRANCE
71865 Marija Gimbutas   LITHUANIA
71870 Johnny Depp   UNITED STATES
244932 Paul Walker   UNITED STATES
71932 Andrés Segovia   SPAIN
71979 Francisco Vásquez de Coronado   SPAIN
72094 Martin Frobisher   UNITED KINGDOM
72128 David Lean   UNITED KINGDOM
72187 J. M. W. Turner   United Kingdom
72201 Prince William, Duke of Cambridge   United Kingdom
72206 Ricimer   Unknown
72249 Otto Skorzeny   Austria
72301 Louis Aragon   FRANCE
72333 John IV Laskaris   Turkey
19639 Marvin Minsky   UNITED STATES
72337 Michael VIII Palaiologos   Turkey
72423 Jules Dumont d'Urville   France
72428 Gangnihessou   Benin
72430 Henri Fantin-Latour   FRANCE
72495 Alexander Alekhine   Russia
72581 Arminius   Germany
72586 Simon Stevin   BELGIUM
72587 Frederick I of Prussia   Russia
72588 Jean Giraudoux   FRANCE
72590 Eugène Ionesco   ROMANIA
72591 Pierre de Marivaux   FRANCE
538605 Edward Furlong   UNITED STATES
592454 Robert Englund   UNITED STATES
72671 Angela Merkel   Germany
72673 Guido Westerwelle   GERMANY
72708 Christian X of Denmark   Denmark
72745 Croesus   Unknown
72811 Zhang Ziyi   China
72947 Marin Mersenne   France
73009 Saxo Grammaticus   Denmark
73087 Gabriel Fauré   FRANCE
73157 Bruno Bauer   Germany
73252 Frank Miller   UNITED STATES
73266 Frédéric Auguste Bartholdi   FRANCE
73344 Carl von Ossietzky   GERMANY
73356 Fernandel   FRANCE
73462 Amadeo I of Spain   Italy
73513 Mary   Israel
73515 Sandro Botticelli   ITALY
73525 Totila   ITALY
73527 Isaac II Angelos   Unknown
73529 Isaac I Komnenos   Unknown
73572 Edmund Hillary   New Zealand
19640 Milton Friedman   UNITED STATES
73631 M. Night Shyamalan   India
73697 Larissa Latynina   UKRAINE
73757 Věra Čáslavská   CZECH REPUBLIC
73828 Basil I   Turkey
73841 Justin II   Unknown
73874 Justinian II   Turkey
73886 Heraklonas   Unknown
73931 Philippikos   Armenia
73949 Leo V the Armenian   Unknown
73953 Leo IV the Khazar   Unknown
73964 Theodosios III   Turkey
73985 Nikephoros I   
74005 Nikephoros II   Turkey
74009 Nikephoros III Botaneiates   Turkey
74017 Romanos I   Turkey
74026 Romanos II   Unknown
322359 Emily Greene Balch   UNITED STATES
74199 Romanos III   Unknown
74201 Romanos IV   Unknown
74206 John II Komnenos   Turkey
74211 Theophilos   Unknown
74213 Irene   Greece
74216 Theodora   Turkey
74219 Theodore I Laskaris   Turkey
74220 Theodore II Laskaris   Turkey
74221 John III Doukas Vatatzes   GREECE
74224 John V Palaiologos   GREECE
74226 John VI Kantakouzenos   Turkey
74227 John VII Palaiologos   Turkey
74228 John VIII Palaiologos   Turkey
74249 Alfonso III of León   SPAIN
74261 Pope Constantine   Syria
74264 Constantius Chlorus   Kosovo
74268 Yongle Emperor   CHINA
74274 Numerian   Unknown
74326 Nadia Comaneci   ROMANIA
74344 William the Silent   GERMANY
74369 Athanaric   Unknown
74372 Michael I Rangabe   Unknown
74374 Michael III   Turkey
74377 Michael II   Turkey
74378 Michael IV the Paphlagonian   Turkey
74379 Michael V   Turkey
74382 Michael VI   Unknown
74386 Michael VII   Turkey
74388 James Mason   UNITED KINGDOM
74456 Joe Lieberman   UNITED STATES
74461 Michael Moore   UNITED STATES
74571 Verner von Heidenstam   Sweden
74573 Jenna Jameson   UNITED STATES
74631 Galerius   Serbia
74635 Probus   Serbia
74639 Licinius   Serbia
74641 George Gamow   Ukraine
74647 Valentinian III   ITALY
74655 Gratian   Serbia
74658 Valentinian I   CROATIA
74663 Valentinian II   GERMANY
74773 Nero Claudius Drusus   ITALY
74775 Livia   Unknown
74809 Harry Mulisch   NETHERLANDS
74834 Pedro de Alvarado   SPAIN
74857 Aristarchus of Samos   Greece
74982 Harold Shipman   UNITED KINGDOM
75044 Marcus Aemilius Lepidus   ITALY
75076 Frederick Banting   Canada
75088 Maximian   Serbia
75094 Archibald Hill   UNITED KINGDOM
75097 Caesarion   Egypt
75109 Jean-Baptiste Biot   FRANCE
75143 Jeremiah   Israel
75147 Decius   SERBIA
75150 Seneca the Younger   SPAIN
75155 Majorian   Unknown
75185 Hugh Capet of France   France
238765 Anton LaVey   UNITED STATES
75392 Grand Duchess Anastasia Nikolaevna of Russia   Russia
75626 Jean Chrétien   CANADA
75718 Jean-Pierre Jeunet   France
75752 Folke Bernadotte   SWEDEN
75795 Juan Carlos I of Spain   Italy
75831 Flavius Aëtius   Bulgaria
75835 Paul Dukas   FRANCE
75837 Hippias   Unknown
75847 Nikolai Rimsky-Korsakov   Russia
75861 Cato the Elder   Italy
75876 Walther Nernst   POLAND
75907 Amilcare Ponchielli   ITALY
75908 Charles IX of France   France
75910 Henry II of France   France
75934 Luciano Berio   Italy
75985 Henry III of France   France
76037 Marie de' Medici   Italy
76080 John Hanning Speke   UNITED KINGDOM
76246 Carloman of Bavaria   Germany
76259 Louis the Child   Germany
76370 Felix Mendelssohn-Bartholdy   GERMANY
76496 Max von Sydow   SWEDEN
76572 Antonín Dvořák   CZECH REPUBLIC
76640 John Ruskin   UNITED KINGDOM
76701 Charles VII of France   France
76772 Bono   IRELAND
76811 Albert of Saxe-Coburg and Gotha   Germany
76907 Louis Althusser   Algeria
76934 Giovanni da Verrazano   ITALY
76953 Maximinus Daia   Serbia
76958 Maxentius   Unknown
77032 Kabir   India
77062 Louis XIII of France   France
77127 Vere Gordon Childe   Australia
77144 John I of France   FRANCE
77169 Philip IV of France   France
77179 George Martin   UNITED KINGDOM
77323 John Brown   UNITED STATES
77352 Louis-Philippe I of France   FRANCE
77382 Luís de Camões   PORTUGAL
36993318 J. Christopher Stevens   UNITED STATES
77413 Charles VI of France   FRANCE
77414 Antinous   Greece
77423 Diego Velázquez   SPAIN
77443 Mithridates II of Parthia   Unknown
77447 Charles V of France   France
77466 Ctesias   TURKEY
77475 Cyrus the Younger   Unknown
319659 Fergie   United States
77498 Philip VI of France   FRANCE
77502 John II of France   FRANCE
77512 Carloman, son of Charles Martel   Unknown
77606 Charles VIII of France   France
77610 Gaius Cassius Longinus   Unknown
20217 Murray Rothbard   UNITED STATES
77655 Louis XII of France   France
77787 Juan Antonio Samaranch   SPAIN
77788 Albert Uderzo   France
77813 Pope Nicholas II   France
77816 Pope Vitalian   ITALY
77822 Charles the Simple   Unknown
77840 Gaspard Monge   FRANCE
77860 John Entwistle   United Kingdom
77871 Carinus   CROATIA
77880 Zinedine Zidane   FRANCE
77891 Zeno   Turkey
77911 Emilio Butragueño   SPAIN
77931 Brian Boru   Ireland
1633206 Tyson Chandler   UNITED STATES
78209 Al-Razi   Iran
78239 Julie Andrews   UNITED KINGDOM
78249 Damon Hill   UNITED KINGDOM
78262 Van Morrison   United Kingdom
78297 Louis IV of France   France
78298 Louis VI of France   FRANCE
78336 Archilochus   GREECE
78345 Louis X of France   FRANCE
78375 Simonides of Ceos   Unknown
78376 Alcman   Unknown
78388 Harun al-Rashid   Iran
78426 Aulus Gellius   ITALY
78436 Philip I of France   France
78438 Philip III of France   France
78468 David Attenborough   United Kingdom
78498 Philip V of France   FRANCE
78500 Charles IV of France   FRANCE
78568 Marcel Lefebvre   France
78738 Hans Geiger   Germany
78747 Yusuf Islam   UNITED KINGDOM
78781 Michael Douglas   UNITED STATES
351519 Merton Miller   UNITED STATES
78910 Samuel Barber   United States
78941 Francisco Gento   SPAIN
79075 Roger II of Sicily   ITALY
20218 Mel Brooks   UNITED STATES
79182 Robert II of France   France
79380 Hans Christian Gram   DENMARK
79448 Ralph Vaughan Williams   UNITED KINGDOM
79451 William Pitt the Younger   United Kingdom
79474 Valéry Giscard d'Estaing   GERMANY
79500 Alphonse Daudet   France
79505 Serge Gainsbourg   FRANCE
79507 Mausolus   Unknown
79548 Athalaric   Unknown
79596 Louis VIII of France   FRANCE
79616 Pindar   Greece
79796 Matilda of Flanders   France
79874 Carloman, son of Pippin III   Unknown
79884 Lucas Cranach the Elder   Germany
79949 Giovanni Gabrieli   ITALY
79956 Giuseppe Piazzi   ITALY
79982 Shigeru Miyamoto   JAPAN
79994 Praxiteles   Greece
79997 Igor Tamm   Russia
80020 Manu Chao   FRANCE
80047 Diogenes Laertius   Unknown
80051 Norodom Sihanouk   Cambodia
80063 Le Duc Tho   Vietnam
80072 Vandana Shiva   India
80100 Dean Acheson   UNITED STATES
80125 John Foster Dulles   United States
80140 Alexander Haig   UNITED STATES
80208 William Westmoreland   United States
156126 The Rock   UNITED STATES
80322 Lev Landau   AZERBAIJAN
80335 Helena Bonham Carter   UNITED KINGDOM
80362 Philippe II, Duke of Orléans   France
80395 Anne of Austria   Spain
80441 Paul Klee   SWITZERLAND
80462 Statius   ITALY
80463 Decimius Magnus Ausonius   FRANCE
80475 Stilicho   Unknown
80481 Juliana of the Netherlands   Netherlands
80482 Beatrix of the Netherlands   Netherlands
80494 Euric   Unknown
80521 Nick Drake   
80608 Hussein of Jordan   JORDAN
80646 Elliott Smith   UNITED STATES
255380 Robin Tunney   UNITED STATES
59216 Liza Minnelli   UNITED STATES
80749 Uthman ibn Affan   Saudi Arabia
80756 Umar   Saudi Arabia
80830 Ahmed Yassin   Israel
80833 François Rabelais   France
80888 Unas   Unknown
80900 Ahmose I   Egypt
212607 Katey Sagal   UNITED STATES
80933 Harold Macmillan   UNITED KINGDOM
80949 Hamid Karzai   AFGHANISTAN
81034 Kate Mulgrew   UNITED STATES
81083 Davy Crockett   United States
81274 Rachel Carson   United States
81285 Hugo Sánchez   MEXICO
20455 Michael Jordan   UNITED STATES
81456 Brian Jones   UNITED KINGDOM
81469 Paul Hindemith   Germany
81473 Pedro II of Brazil   BRAZIL
81480 Pedro I of Brazil   Portugal
81586 Rainer Werner Fassbinder   Germany
81590 Alfred Adler   Austria
81669 Claude Lorrain   FRANCE
81672 Gaius Marius   ITALY
81735 Olympias   Unknown
81834 Thomas Newcomen   United Kingdom
81859 James Prescott Joule   UNITED KINGDOM
81861 Denis Papin   France
20476 Murray Gell-Mann   UNITED STATES
81974 Franz Brentano   Germany
82061 Tina Turner   UNITED STATES
82232 Marc-Antoine Charpentier   FRANCE
82384 Heinrich Böll   GERMANY
82413 Boris Vian   France
82417 Friedrich Wilhelm Murnau   Germany
82429 Dino Buzzati   ITALY
82489 Epaminondas   Greece
82491 Fernando Henrique Cardoso   BRAZIL
82512 Myron   Greece
82713 Romain Gary   LITHUANIA
82754 Hippodamus of Miletus   Turkey
82765 Maggie Smith   UNITED KINGDOM
82847 George C. Scott   UNITED STATES
82925 William Anders   China
82975 King Porus   Pakistan
82981 Charles Lindbergh   UNITED STATES
83049 Neve Campbell   CANADA
23725 Peter Falk   UNITED STATES
83312 Sting   UNITED KINGDOM
83499 Kazuo Ishiguro   JAPAN
83502 Ernst Röhm   GERMANY
83688 Beyoncé   UNITED STATES
83875 Dido   LEBANON
83895 John Henry Cardinal Newman   UNITED KINGDOM
83949 Ptolemy XIII Theos Philopator   Unknown
84047 Jessica Tandy   UNITED KINGDOM
84065 Ricky Martin   PUERTO RICO
84075 Demetrius I of Macedon   Unknown
84081 Demetrius I Soter   Unknown
84096 Ptolemy I Soter   Unknown
84099 Ptolemy II Philadelphus   Egypt
84101 Ptolemy IV Philopator   Unknown
84102 Ptolemy V Epiphanes   Unknown
84109 Berenice II   Unknown
84155 Demetrius II Nicator   Unknown
84163 Seleucus IV Philopator   Unknown
84167 Antiochus V   Unknown
84183 Manfred von Richthofen   Poland
84199 Dietrich Bonhoeffer   POLAND
84250 Thelonious Monk   UNITED STATES
84271 John Kenneth Galbraith   Canada
267678 Daron Malakian   UNITED STATES
84345 Oliver Hardy   UNITED STATES
84508 Josef Mengele   GERMANY
84536 Antiochus I Soter   Unknown
84541 Antiochus II Theos   Syria
84546 Seleucus II Callinicus   Unknown
84551 Antiochus III the Great   Iran
84554 Seleucus I Nicator   Greece
84560 Perdiccas   Unknown
84569 Marguerite Duras   Vietnam
84576 Arrigo Boito   ITALY
84577 Louis-Ferdinand Céline   France
84596 Clemens Maria Wenzeslaus von Brentano   Germany
84656 Winsor McCay   UNITED STATES
84783 Jane Birkin   UNITED KINGDOM
84789 Wim Duisenberg   NETHERLANDS
84829 Nick Nolte   UNITED STATES
396507 Percy Williams Bridgman   UNITED STATES
84957 Theodor Fontane   Germany
85036 Maxim Gorky   Russia
85080 Father Damien   BELGIUM
25523 Richard Feynman   UNITED STATES
85234 Amelia Earhart   UNITED STATES
85254 Cardinal Richelieu   FRANCE
85267 Darius Milhaud   France
85284 Numa Pompilius   Unknown
85301 Pope Nicholas I   ITALY
85406 Ozzy Osbourne   United Kingdom
85432 Judi Dench   United Kingdom
85667 Christian IX of Denmark   GERMANY
85731 Catherine of Alexandria   Egypt
85762 Theodor Mommsen   GERMANY
85775 Junianus Justinus   Unknown
85836 Erik the Red   Iceland
86175 Mohammed Omar   Afghanistan
86346 James Naismith   CANADA
86580 Nadar   FRANCE
86585 Wilhelm Maybach   Germany
86632 Gilles Villeneuve   CANADA
86655 Sergey Korolyov   UKRAINE
86665 Jim Carrey   CANADA
86692 Emiliano Zapata   Mexico
86700 Terry Fox   CANADA
86768 Arne Jacobsen   DENMARK
86810 Ejnar Hertzsprung   DENMARK
86895 Anthony of Padua   PORTUGAL
87012 Hermann Oberth   ROMANIA
87021 Donald Bradman   AUSTRALIA
87145 Dieterich Buxtehude   Germany
87229 H. H. Asquith   UNITED KINGDOM
87240 Martin Amis   UNITED KINGDOM
87319 Charles Gounod   FRANCE
87384 Hilary of Poitiers   France
336790 Madeleine Stowe   UNITED STATES
87536 Nick Cave   AUSTRALIA
87585 David Irving   UNITED KINGDOM
87599 G. H. Hardy   UNITED KINGDOM
87603 Robert Mitchum   UNITED STATES
25938 Rudy Giuliani   United States
87644 Charles Perrault   FRANCE
87793 Joseph Louis Lagrange   ITALY
87831 Shalmaneser I   Unknown
87844 Shalmaneser III   Unknown
87868 Posidonius   Syria
87985 Neil Young   CANADA
88048 Claudia Schiffer   GERMANY
88076 Joseph Fiennes   UNITED KINGDOM
88077 Camille Claudel   France
88183 Hendrik Lorentz   NETHERLANDS
88258 Sven-Göran Eriksson   SWEDEN
88261 Tony Adams   United Kingdom
88300 Carl Larsson   Sweden
88344 Luigi Galvani   ITALY
88371 Joe Cocker   UNITED KINGDOM
88401 Víctor Jara   CHILE
88483 Sun Yat-sen   China
25984 Raymond Kurzweil   UNITED STATES
88515 Alejandro Toledo   PERU
88817 Wilhelm Furtwängler   Germany
88833 Olivia de Havilland   JAPAN
88893 Doris Lessing   Iran
88915 Roger Vadim   FRANCE
338350 Belinda Carlisle   UNITED STATES
89059 Garret Hobart   United States
26275 Robert Nozick   UNITED STATES
89110 Richard Mentor Johnson   UNITED STATES
89117 George M. Dallas   UNITED STATES
